id,home_id,amenity_id,room_id,quantity,location_details,minimum_threshold,supplier_id,purchase_link,purchase_price,last_restocked_date,notes,created_at,updated_at
6a6fbb8f-e41a-4655-879c-89e43da0a496,156820af-1d5b-4589-97f7-9a892398ed96,1467e1b3-0fd4-449a-92b1-42745304a8be,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.782+02,2025-08-26 18:46:55.782+02
7390e980-8424-4a6d-b2ce-41cf87f109ca,156820af-1d5b-4589-97f7-9a892398ed96,5130be1b-d687-4f4c-82d6-fb76a44978d5,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.784+02,2025-08-26 18:46:55.784+02
cb6ec45e-c489-4e76-a5b8-9ec373b89361,156820af-1d5b-4589-97f7-9a892398ed96,d03537cc-6d2f-4111-918d-1b42030635a2,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.785+02,2025-08-26 18:46:55.785+02
0ff6c798-39ac-4c3f-a2ce-ce4fa2f3e0b6,156820af-1d5b-4589-97f7-9a892398ed96,70e2174d-2d59-4385-8d36-ba1500ed20cf,\N,10,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.787+02,2025-08-26 18:46:55.788+02
1567bab4-38d6-4054-b124-de7052fdaa4a,156820af-1d5b-4589-97f7-9a892398ed96,3673b762-2f7a-4e85-a477-8adc612acfd1,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.789+02,2025-08-26 18:46:55.789+02
d47b4ad4-c296-4e60-bccc-ce0814e383e3,156820af-1d5b-4589-97f7-9a892398ed96,ab22f118-65a2-48f7-aa6b-2a72070adfd6,\N,9,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.791+02,2025-08-26 18:46:55.791+02
7488f856-6aec-40f2-8e74-26e2f35e0746,156820af-1d5b-4589-97f7-9a892398ed96,0188746a-2b52-4968-a673-b0bae3b1e0fe,\N,12,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.792+02,2025-08-26 18:46:55.792+02
0f2f4fd5-a4ff-439b-8e5b-0be7316dae7f,156820af-1d5b-4589-97f7-9a892398ed96,b0267b4a-4dd3-4f14-bd29-2f50244da558,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.794+02,2025-08-26 18:46:55.794+02
9ce09e26-f263-4e00-9897-3928882dd5d3,156820af-1d5b-4589-97f7-9a892398ed96,3c4993e9-7be2-49dd-b758-fd4c3640970e,\N,24,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.796+02,2025-08-26 18:46:55.796+02
b6732b7c-3cc9-4dfc-b133-79b62e795632,156820af-1d5b-4589-97f7-9a892398ed96,d8e53385-b494-4c8a-8117-b03842f9f002,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.798+02,2025-08-26 18:46:55.798+02
c9049106-5bf5-45a0-b15c-1801a1fdf457,156820af-1d5b-4589-97f7-9a892398ed96,517cf6a5-9538-4de4-bef8-f1c47c2a0363,\N,8,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.799+02,2025-08-26 18:46:55.799+02
7b200198-6f0a-47b8-a747-04747bf2f04d,156820af-1d5b-4589-97f7-9a892398ed96,d6c3dded-b8a1-4744-bd07-8011958162b2,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.801+02,2025-08-26 18:46:55.801+02
7dd64f9d-23fd-4234-89da-2361a1b0a7d4,156820af-1d5b-4589-97f7-9a892398ed96,9d46c203-ffaa-439c-a636-f1057264c312,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.802+02,2025-08-26 18:46:55.802+02
4fdc8790-3070-4bb3-b8f9-4941848b7209,156820af-1d5b-4589-97f7-9a892398ed96,b0379cf4-95b6-49b2-b892-098462021f91,\N,24,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.804+02,2025-08-26 18:46:55.804+02
ce2cd507-c668-48fd-9f68-1a8f52c82470,156820af-1d5b-4589-97f7-9a892398ed96,3b06114c-7753-458b-9568-151417c1e051,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.805+02,2025-08-26 18:46:55.805+02
b8589da3-30a8-44e4-a24d-b2499269ad5a,156820af-1d5b-4589-97f7-9a892398ed96,608d0020-9981-44b3-9a52-bec0df67d3da,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.806+02,2025-08-26 18:46:55.806+02
8643391c-7206-4d80-a67a-79ccbb1cd26d,156820af-1d5b-4589-97f7-9a892398ed96,a4301be5-0efa-4882-a69a-847bb4590df3,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.808+02,2025-08-26 18:46:55.808+02
a4507113-1ca0-41b2-84a0-88addb861565,156820af-1d5b-4589-97f7-9a892398ed96,08b3a277-3332-4428-af44-f6a79d14bd3b,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.81+02,2025-08-26 18:46:55.81+02
e5a497e0-2985-4255-8b18-467ccb361aba,156820af-1d5b-4589-97f7-9a892398ed96,8e73b35c-b5e0-4fe9-8e34-3b8cf5bb386b,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.811+02,2025-08-26 18:46:55.811+02
1b23c84a-b7c2-45dd-a657-8b9af0d1ab37,156820af-1d5b-4589-97f7-9a892398ed96,a845b7f6-58ab-4bb0-aa7e-37037d6732e9,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.813+02,2025-08-26 18:46:55.813+02
0d99d209-da10-4e31-8823-572af69fc7e6,156820af-1d5b-4589-97f7-9a892398ed96,1c8e61b4-7d6f-4c63-b148-3318fa092de2,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.815+02,2025-08-26 18:46:55.815+02
efe8b45d-0048-470a-9abf-f7715e17330b,156820af-1d5b-4589-97f7-9a892398ed96,6ae43258-d493-4979-89b7-32c40539b3d0,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.817+02,2025-08-26 18:46:55.817+02
e94f5487-a6a6-45c1-bdfe-cdd2534b54ba,156820af-1d5b-4589-97f7-9a892398ed96,689c5370-4455-4bfa-b752-a664ea386528,\N,12,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.818+02,2025-08-26 18:46:55.818+02
b5a004d1-ab6c-4d2b-98ad-28b3f4216209,156820af-1d5b-4589-97f7-9a892398ed96,b3d53890-033e-4fe7-9f4b-87f242770af8,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.82+02,2025-08-26 18:46:55.82+02
0264b631-6b97-4c8f-b63f-aa64670950fb,156820af-1d5b-4589-97f7-9a892398ed96,12009211-a4b0-4e09-8e04-f93a33a6d752,\N,5,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.821+02,2025-08-26 18:46:55.821+02
76985e2d-57e8-4cf0-85c5-3f7d00a62bbd,156820af-1d5b-4589-97f7-9a892398ed96,99f2ec28-7429-4ba6-b938-19c72f037a71,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.822+02,2025-08-26 18:46:55.822+02
e6854652-2849-494b-8d93-4924d1c5a6c4,156820af-1d5b-4589-97f7-9a892398ed96,280206b2-f082-401f-9966-cce117567e00,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.824+02,2025-08-26 18:46:55.824+02
29af2d5f-00ee-4a20-b552-0d3e07e713b1,156820af-1d5b-4589-97f7-9a892398ed96,b75cd5c6-b21b-4114-81ee-50b3890b7e1d,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.826+02,2025-08-26 18:46:55.826+02
b9f03b74-ec34-4914-adee-6c170b219dee,156820af-1d5b-4589-97f7-9a892398ed96,91cd6bea-38ab-4786-a91a-01e985bc115b,\N,4,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.827+02,2025-08-26 18:46:55.827+02
4c0d23c6-7165-4f23-8d29-028ce4adc6dc,156820af-1d5b-4589-97f7-9a892398ed96,3964bcfb-7a13-40ac-a30f-4d06976cf879,\N,6,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.829+02,2025-08-26 18:46:55.829+02
0c00fdae-89ca-479c-97e5-35c612bd3a11,156820af-1d5b-4589-97f7-9a892398ed96,7f8522c7-8eb6-45d0-bc07-98f423d92f1d,\N,12,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.83+02,2025-08-26 18:46:55.83+02
7cad3c97-5324-4cd0-9446-3e5e9c3e8757,156820af-1d5b-4589-97f7-9a892398ed96,286e06de-ddf0-441e-9dd8-0470a9bc7906,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.833+02,2025-08-26 18:46:55.833+02
6f479477-f134-4383-acca-f85bec6d9845,156820af-1d5b-4589-97f7-9a892398ed96,92113e22-139d-4333-910b-5972a0bfc540,\N,8,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.835+02,2025-08-26 18:46:55.835+02
3f0b0d8d-b897-4ee6-9b09-2dcaeaa49b79,156820af-1d5b-4589-97f7-9a892398ed96,19969183-edaa-4fb7-ae2b-39b904a50844,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.837+02,2025-08-26 18:46:55.837+02
93f536a0-34db-435a-8cae-be8b0f02cdba,156820af-1d5b-4589-97f7-9a892398ed96,01c40cef-50ea-49dc-abe1-ecca6ed93bf1,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.838+02,2025-08-26 18:46:55.838+02
7b6f2f32-c7af-46c2-a7cc-c52c4aa0eff9,156820af-1d5b-4589-97f7-9a892398ed96,5c5e71a4-14af-4843-a4c1-8afc26d89f9a,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.84+02,2025-08-26 18:46:55.84+02
fcb54656-7855-4d3e-8208-7d73ac99f836,156820af-1d5b-4589-97f7-9a892398ed96,e4b9892c-ad83-4298-8b4d-24375964ae91,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.841+02,2025-08-26 18:46:55.841+02
5a8b64e0-6b7d-425e-823d-d9d9c6374f20,156820af-1d5b-4589-97f7-9a892398ed96,7b595c50-a3cb-4cb0-8607-1b14a63bc0f4,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.843+02,2025-08-26 18:46:55.843+02
a1e94de4-fa54-4933-a2be-20fa6101732c,156820af-1d5b-4589-97f7-9a892398ed96,3b2be71f-6d6e-4076-a539-7792751e9062,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.845+02,2025-08-26 18:46:55.845+02
e69d8b24-9b71-4e86-aa80-85649afcfa93,156820af-1d5b-4589-97f7-9a892398ed96,b23a8a93-15a9-410c-ac81-626d58f3986e,\N,4,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.847+02,2025-08-26 18:46:55.847+02
e976c02d-70eb-481f-b7de-289bc4652799,156820af-1d5b-4589-97f7-9a892398ed96,b1156ba5-3c07-4990-b9ba-3ae9a091bffa,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.848+02,2025-08-26 18:46:55.848+02
14c4f894-70f7-480f-a757-40df7a8b8ff6,156820af-1d5b-4589-97f7-9a892398ed96,9fbde70b-5b2a-4fcf-8ffc-98c5c3cdf33a,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.85+02,2025-08-26 18:46:55.85+02
861f1406-db97-48eb-812b-447385633475,156820af-1d5b-4589-97f7-9a892398ed96,62a1ee74-61de-4bb0-9927-eec81f07b165,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.851+02,2025-08-26 18:46:55.852+02
a7f2cbc9-37fc-4559-95fa-9b3571844fb3,156820af-1d5b-4589-97f7-9a892398ed96,069ba7ca-f032-498a-ac3f-c103ea7c738c,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.854+02,2025-08-26 18:46:55.854+02
bce5b557-12d9-4180-8957-21cb7bcf4b73,156820af-1d5b-4589-97f7-9a892398ed96,76933065-81b9-485f-89af-a978e60a0297,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.856+02,2025-08-26 18:46:55.856+02
6c3a6da7-351a-48ad-90a3-f1c499aad669,156820af-1d5b-4589-97f7-9a892398ed96,cd7076f4-0074-478f-9080-319de8dd76b0,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.857+02,2025-08-26 18:46:55.857+02
eb1a68fc-2072-4b5a-b0cf-f178961c7227,156820af-1d5b-4589-97f7-9a892398ed96,02bcaadc-0599-421f-8c13-7bf16a4f01d9,\N,9,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.859+02,2025-08-26 18:46:55.859+02
1f72d6f3-ca2b-489f-b07a-92425f46fe31,156820af-1d5b-4589-97f7-9a892398ed96,8b6cca95-849b-4658-8fe4-f16f4507ccde,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.861+02,2025-08-26 18:46:55.861+02
4b9cb992-7bf3-43a3-a86e-0bc29926b742,156820af-1d5b-4589-97f7-9a892398ed96,69496b04-dcf2-4816-bc67-9c48416e06e4,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.862+02,2025-08-26 18:46:55.862+02
e483f26b-f5bd-4174-ac06-24b321f2203a,156820af-1d5b-4589-97f7-9a892398ed96,3d02bc3e-83c0-4577-bcb6-986142ed2b63,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.864+02,2025-08-26 18:46:55.864+02
b95fa29e-cd6f-44e6-b145-c101332f7d26,156820af-1d5b-4589-97f7-9a892398ed96,d84348ec-706a-44e6-85ec-58e5f569dc24,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.865+02,2025-08-26 18:46:55.865+02
937f78ec-b603-4469-958e-ce73f095b12b,156820af-1d5b-4589-97f7-9a892398ed96,bc5d4e3d-23dd-44b0-b4f4-d8ed14af8398,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.867+02,2025-08-26 18:46:55.867+02
a145f6ef-7066-44e3-94c5-ae3ab5833c01,156820af-1d5b-4589-97f7-9a892398ed96,4bc37482-85d2-4790-863b-cf744109f8b9,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.868+02,2025-08-26 18:46:55.868+02
593ed090-3eaf-4a9f-95a9-37463a2b1ad8,156820af-1d5b-4589-97f7-9a892398ed96,0911ec43-c1c5-4a6c-baaf-43eb7e5b393c,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.87+02,2025-08-26 18:46:55.87+02
1e4e8c11-4a62-487c-a651-f3938696c2a0,156820af-1d5b-4589-97f7-9a892398ed96,10f54687-ce50-4ace-a60e-8daadf4fff59,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.872+02,2025-08-26 18:46:55.872+02
42955037-5fd2-4873-928d-5c8943c869da,156820af-1d5b-4589-97f7-9a892398ed96,bfa60332-c905-4420-b9a9-6553aa5ef090,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.873+02,2025-08-26 18:46:55.873+02
41c02380-2bad-4ac7-93a5-695fea3edc37,156820af-1d5b-4589-97f7-9a892398ed96,48aba67c-2d3a-4593-9748-0fb19b333e55,\N,15,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.875+02,2025-08-26 18:46:55.875+02
ca0035de-ec91-422b-ba5a-69cb5963e000,156820af-1d5b-4589-97f7-9a892398ed96,1919bfa6-0fac-49ee-947b-d52c8bff2c47,\N,9,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.876+02,2025-08-26 18:46:55.876+02
fb0c0afb-7307-4bfc-9187-8fed960cdccf,156820af-1d5b-4589-97f7-9a892398ed96,bd49885c-2e7d-4d36-8358-e930bd55a2d0,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.877+02,2025-08-26 18:46:55.877+02
301fe26f-8ec5-4742-953f-748641ff6b9b,156820af-1d5b-4589-97f7-9a892398ed96,ee05ac85-1beb-4f1a-9c35-b66354409652,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.878+02,2025-08-26 18:46:55.878+02
1e19b46c-8896-4119-a3ea-bfaedb363cdf,156820af-1d5b-4589-97f7-9a892398ed96,7f84db41-0aba-43ff-a57e-906d72e846ce,\N,10,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.88+02,2025-08-26 18:46:55.88+02
c495bfb8-a107-41a7-aa30-8764e4382251,156820af-1d5b-4589-97f7-9a892398ed96,bedd1b44-5c7c-4057-a726-b947814b8ab7,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.882+02,2025-08-26 18:46:55.882+02
2b3d7ca7-e461-4956-a6f7-65ef6d1b3ba5,156820af-1d5b-4589-97f7-9a892398ed96,f6fdf087-5452-4495-9622-dac7746c1094,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.884+02,2025-08-26 18:46:55.884+02
8cf64dab-341e-4f63-a824-c7bf354085e1,156820af-1d5b-4589-97f7-9a892398ed96,f2ae0e5c-e695-4888-a662-0abb5acfd3bd,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.885+02,2025-08-26 18:46:55.885+02
5e9ad63e-5ed3-49cc-9249-7236c79a2061,156820af-1d5b-4589-97f7-9a892398ed96,6cda4100-12c7-4e9c-b11d-3bfbc644471b,\N,10,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.888+02,2025-08-26 18:46:55.888+02
1f46ac5b-6000-46c6-b082-68e903584f3b,156820af-1d5b-4589-97f7-9a892398ed96,b94e93d3-58e1-4a1a-a8f9-f4d6c0783271,\N,4,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.889+02,2025-08-26 18:46:55.889+02
ed40bfad-118a-4b93-96d4-6cc821187ac4,156820af-1d5b-4589-97f7-9a892398ed96,907cf381-fa36-422c-a878-90d64395222e,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.89+02,2025-08-26 18:46:55.89+02
cbcacc5f-bf6f-4f06-905b-36c8fa7de965,156820af-1d5b-4589-97f7-9a892398ed96,157384b8-82f3-44ed-91f5-15f2a3c7907f,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.891+02,2025-08-26 18:46:55.891+02
df5497c8-94d5-4536-8b4f-ac3ccec42d20,156820af-1d5b-4589-97f7-9a892398ed96,fa8dc22e-3744-40c8-9504-4ddf65ff047b,\N,8,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.893+02,2025-08-26 18:46:55.893+02
2e9205be-8d68-4276-9700-895d30a988d7,156820af-1d5b-4589-97f7-9a892398ed96,809a5592-381c-4a3d-a12d-b66f0830f70b,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.894+02,2025-08-26 18:46:55.894+02
ab62979e-507f-4b66-9ed2-4bb6aaacab9d,156820af-1d5b-4589-97f7-9a892398ed96,c8ce1fe7-4f9c-4289-a460-7f707cb6f98e,\N,8,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.895+02,2025-08-26 18:46:55.895+02
c1efbdf6-a110-4246-ab3f-bd1e4e1723b8,156820af-1d5b-4589-97f7-9a892398ed96,a2e74be0-9bec-4d1e-b224-b0a9dfca877b,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.897+02,2025-08-26 18:46:55.897+02
895d60b4-66a6-43a2-af95-f225534c3d07,156820af-1d5b-4589-97f7-9a892398ed96,9522b504-c365-4e06-8ca2-2892bb91bef7,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.909+02,2025-08-26 18:46:55.909+02
c63b4e91-2ebb-49c4-98fd-370abc36865f,156820af-1d5b-4589-97f7-9a892398ed96,0753751c-63ef-4d84-af96-624e209ef5d1,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.934+02,2025-08-26 18:46:55.934+02
bcd37160-2eca-4a81-a1f4-e9b07e702754,156820af-1d5b-4589-97f7-9a892398ed96,7d43f384-7d94-45a6-84d1-ff175bb1b460,\N,16,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.946+02,2025-08-26 18:46:55.946+02
0e72ecec-39d2-48f7-bec0-90c12ec9a75f,156820af-1d5b-4589-97f7-9a892398ed96,8e1ee16c-886b-45ef-84b4-935e4a52e455,\N,24,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.947+02,2025-08-26 18:46:55.947+02
b4833a83-a601-49f5-b5fc-057f4df8b19e,156820af-1d5b-4589-97f7-9a892398ed96,40bd7aa7-5235-4fd7-ac05-4f98f5dd8e4f,\N,9,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.948+02,2025-08-26 18:46:55.948+02
31eb571f-0ba8-451e-b8d0-e64e1d7d3b61,156820af-1d5b-4589-97f7-9a892398ed96,efdf3958-cc7d-4dce-979f-ca829362e497,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.95+02,2025-08-26 18:46:55.95+02
b3fff0b4-a093-40b6-bff8-47ae87281f9d,156820af-1d5b-4589-97f7-9a892398ed96,de72ce84-d2ea-45ee-b574-cb85dcd98baf,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.951+02,2025-08-26 18:46:55.951+02
51ffc122-90c8-41a4-ae3b-d726db85d4ae,156820af-1d5b-4589-97f7-9a892398ed96,2a068a20-fd4c-4ae9-8748-c0982d9fa9c6,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.953+02,2025-08-26 18:46:55.953+02
59023dbe-7ab8-4af9-95c5-f36ddcaaa624,156820af-1d5b-4589-97f7-9a892398ed96,f91cde43-d405-49f5-aa34-e1a52f32befd,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.955+02,2025-08-26 18:46:55.955+02
4c72f8d4-5593-437d-9f7f-53009db5b588,156820af-1d5b-4589-97f7-9a892398ed96,4f56e002-292e-46a0-b13b-b22dc50bcbdb,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.956+02,2025-08-26 18:46:55.957+02
46ed4063-6f7b-4450-ba04-eecad5e0b6f0,156820af-1d5b-4589-97f7-9a892398ed96,2a55e496-ade7-46be-b819-8670ca9d3852,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.958+02,2025-08-26 18:46:55.958+02
861478fa-c1d1-4988-bf1d-9dea1d01ba03,156820af-1d5b-4589-97f7-9a892398ed96,b048dec8-3d16-43ed-82c9-15552098ded6,\N,6,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.959+02,2025-08-26 18:46:55.959+02
84b1283b-f313-4250-8dab-24777bd788c7,156820af-1d5b-4589-97f7-9a892398ed96,5f250850-b982-4018-9670-3692fadbe926,\N,1,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.96+02,2025-08-26 18:46:55.96+02
0227431b-ddf6-415f-8589-9c524672f602,156820af-1d5b-4589-97f7-9a892398ed96,3319fd0e-fb6e-4b1f-8660-682545cfc843,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.962+02,2025-08-26 18:46:55.962+02
94ac4286-e43d-439e-931c-2a3555036150,156820af-1d5b-4589-97f7-9a892398ed96,fd8e4344-7a20-420c-ad74-c32d3222b793,\N,8,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.963+02,2025-08-26 18:46:55.963+02
e6164f11-05d8-49ed-845a-2a446abd1fad,156820af-1d5b-4589-97f7-9a892398ed96,290c7cb0-de2b-4152-b15f-22bdd9420278,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:55.965+02,2025-08-26 18:46:55.965+02
5924caa1-abec-4262-9ceb-33b68c82b42f,156820af-1d5b-4589-97f7-9a892398ed96,1eeb55ae-f127-444c-9982-c87fde73c5a0,\N,2,\N,\N,\N,\N,\N,\N,\N,2025-08-26 18:46:57.656+02,2025-08-26 18:46:57.656+02
